Housing Units,zipcode,Water Area,Median Home Value,Median Household Income,Population Density,Occupied Housing Units,Population,id,Land Area
10354,76087,3.87,179100,74898,133,9211,24746,760,186.43
4732,76088,1,169300,64093,72,4220,11499,760,158.63
8529,76092,3.05,514400,173507,1182,8223,26669,760,22.56
864,76093,0.3,142100,59195,57,771,2095,760,37.03
0,76094,0,0,0,0,0,0,760,0
0,76095,0,0,0,0,0,0,760,0
0,76096,0,0,0,0,0,0,760,0
0,76097,0,0,0,0,0,0,760,0
0,76098,0,0,0,0,0,0,760,0
0,76099,0,0,0,0,0,0,760,0
0,76101,0,0,0,0,0,0,761,0
3792,76102,0.2,194400,50177,1880,3162,8111,761,4.31
5754,76103,0.03,86200,39513,2672,4942,14572,761,5.45
7377,76104,0,55500,22221,2977,6151,17446,761,5.86
7431,76105,0,49000,24526,3984,6359,22194,761,5.57
10386,76106,0.05,68600,31391,2433,9549,35389,761,14.55
14399,76107,0.13,202700,51370,2405,12352,25917,761,10.78
15144,76108,0.24,113800,58528,819,14070,38227,761,46.69
11045,76109,0.01,312400,58704,2668,10004,21710,761,8.14
11027,76110,0.05,85000,39600,5306,9764,30434,761,5.74
7362,76111,0.13,80800,40511,2627,6608,21685,761,8.25
18539,76112,0.31,94800,36820,3442,15653,38993,761,11.33
0,76113,0,0,0,0,0,0,761,0
9789,76114,0.06,81200,37752,2712,8913,24741,761,9.12
6240,76115,0.02,65100,27806,4440,5693,20696,761,4.66
23777,76116,0.02,122400,41573,3842,20809,46746,761,12.17
11943,76117,0.11,81900,39054,2841,10897,30645,761,10.79
5498,76118,0.17,126300,62282,1832,5071,13866,761,7.57
15097,76119,1.41,58700,28660,2640,13347,42761,761,16.2
7369,76120,0.45,135400,39714,1567,6608,15283,761,9.75
0,76121,0,0,0,0,0,0,761,0
0,76122,0,0,0,0,0,0,761,0
9626,76123,0.03,138900,81008,3669,9173,29722,761,8.1
0,76124,0,0,0,0,0,0,761,0
8414,76126,5.83,142900,76330,305,7884,19395,761,63.56
59,76127,0.02,0,173500,921,57,2003,761,2.18
2,76129,0,0,0,25752,2,2833,761,0.11
0,76130,0,0,0,0,0,0,761,0
9413,76131,0.07,132800,77413,1879,8926,28374,761,15.1
13297,76132,0.02,232400,49437,3373,12338,24709,761,7.33
19989,76133,0.01,106800,51123,5239,18397,48394,761,9.24
8700,76134,0,92700,48534,2975,8176,23704,761,7.97
8511,76135,7.21,115400,52945,797,7809,20684,761,25.97
0,76136,0,0,0,0,0,0,761,0
20980,76137,0.09,137000,66306,4057,19755,54911,761,13.54
9125,76140,0.14,90200,50739,945,8411,26340,761,27.87
0,76147,0,0,0,0,0,0,761,0
8346,76148,0,98900,59394,5002,8058,23331,761,4.66
0,76150,0,0,0,0,0,0,761,0
2327,76155,0,0,45675,899,1950,3115,761,3.46
0,76161,0,0,0,0,0,0,761,0
0,76162,0,0,0,0,0,0,761,0
0,76163,0,0,0,0,0,0,761,0
5162,76164,0.02,69800,34574,4258,4591,16748,761,3.93
0,76166,0,0,0,0,0,0,761,0
2187,76177,0.09,171300,81755,339,1813,4891,761,14.45
17374,76179,6.58,138800,75472,890,16366,48058,761,54.02
15098,76180,0.04,132900,52086,3552,13947,33444,761,9.42
0,76181,0,0,0,0,0,0,761,0
10681,76182,0,165400,82038,3211,10335,28209,761,8.78
0,76185,0,0,0,0,0,0,761,0
0,76190,0,0,0,0,0,0,761,0
0,76191,0,0,0,0,0,0,761,0
0,76192,0,0,0,0,0,0,761,0
0,76193,0,0,0,0,0,0,761,0
0,76195,0,0,0,0,0,0,761,0
0,76196,0,0,0,0,0,0,761,0
0,76197,0,0,0,0,0,0,761,0
0,76198,0,0,0,0,0,0,761,0
0,76199,0,0,0,0,0,0,761,0
11562,76201,0.03,126300,22342,4857,10534,27107,762,5.58
0,76202,0,0,0,0,0,0,762,0
0,76203,0,0,0,0,0,0,762,0
0,76204,0,0,0,0,0,0,762,0
7793,76205,0.06,168700,41371,2188,7233,18510,762,8.46
0,76206,0,0,0,0,0,0,762,0
4717,76207,0.28,157900,61377,288,4356,10579,762,36.8
7594,76208,6.78,171100,70890,730,6975,19782,762,27.1
9999,76209,0,113600,48237,3670,9293,24018,762,6.54
14079,76210,0.46,163700,80407,2463,13306,39556,762,16.06
1330,76225,0.15,128100,62554,32,1174,3156,762,99.68
6352,76226,0.78,309100,116101,386,6043,18419,762,47.68
8009,76227,4.43,155400,77386,279,7488,22141,762,79.46
581,76228,1.52,65800,46620,6,447,1119,762,184.93
4894,76230,4.65,93000,43390,26,3924,9711,762,378.74
1367,76233,2.2,134100,63697,51,1222,3235,762,62.96
6162,76234,0.88,145200,58848,50,5606,15587,762,310.75
164,76238,0.03,153700,57583,16,144,431,762,26.49
601,76239,0.5,89000,56875,9,465,1087,762,114.45
11378,76240,3.14,104600,47663,71,9883,26120,762,369.44
0,76241,0,0,0,0,0,0,762,0
20228,76244,0.08,174300,93705,3514,19194,60388,762,17.18
1398,76245,5.14,69200,32157,79,829,1780,762,22.62
0,76246,0,0,0,0,0,0,762,0
4498,76247,0.3,137000,77968,182,4192,13098,762,71.85
12251,76248,0.04,272800,111606,2401,11790,34647,762,14.43
2762,76249,1.21,144500,75250,107,2516,7194,762,67.16
354,76250,0,182700,84545,106,338,937,762,8.82
352,76251,0.24,97500,57321,14,284,731,762,53.02
1200,76252,0.46,148700,62054,15,1084,2863,762,185.03
103,76253,0,164100,41250,149,91,230,762,1.55
2980,76255,2.35,66100,36082,21,2264,5411,762,262.17
2588,76258,1.13,153900,53438,75,2296,6659,762,89.29
1682,76259,0.64,138200,76021,82,1577,4618,762,56.65
115,76261,0.1,76400,58500,3,82,233,762,67.53
10894,76262,1.05,229600,88114,610,10121,27648,762,45.32
29,76263,0.06,0,60833,5,20,44,762,8.59
670,76264,2.42,107500,49650,40,564,1412,762,35.65
986,76265,0.67,88200,47500,10,774,1893,762,195.17
5321,76266,10.83,135700,63416,112,4817,13495,762,120.11
0,76267,0,0,0,0,0,0,762,0
109,76268,0,45000,48203,433,90,250,762,0.58
908,76270,0.3,87900,55028,18,733,1853,762,101.1
659,76271,13.01,109900,47981,34,560,1352,762,39.53
2010,76272,19.31,132200,52763,48,1777,4745,762,98.92
3973,76273,8.34,106700,44190,45,3547,9135,762,203.89
0,76299,0,0,0,0,0,0,762,0
8297,76301,0,47300,31565,1410,6789,16540,763,11.73
5630,76302,0,103500,44066,1599,5051,13206,763,8.26
2093,76305,0.82,90500,53525,22,1872,4746,763,219.06
7067,76306,0.02,73500,41765,1224,6191,15991,763,13.07
0,76307,0,0,0,0,0,0,763,0
9348,76308,1.43,130900,46546,2198,8561,19677,763,8.95
6460,76309,0,104300,46038,2493,5577,13862,763,5.56
7747,76310,9.61,117500,63646,100,7150,17989,763,179.78
634,76311,0,0,56767,4524,592,7535,763,1.67
992,76351,1.69,56900,42961,11,847,2035,763,191.76
0,76352,0,0,0,0,0,0,763,0
4866,76354,0.1,91200,49031,144,4342,11270,763,78.48
328,76357,0.38,68400,36683,11,282,712,763,66.36
1826,76360,2.39,50800,43958,12,1449,3502,763,284.3
165,76363,0.01,39400,21488,4,97,256,763,61.31
104,76364,0.16,65600,36912,3,84,193,763,68.34
2450,76365,15.52,78200,54517,9,1988,4831,763,532.33
1101,76366,6.67,73900,59732,10,928,2317,763,236.13
4122,76367,3.18,84900,50879,66,3711,13045,763,198.4
0,76369,0,0,0,0,0,0,763,0
190,76370,4.28,32100,36771,3,127,299,763,107.04
863,76371,0.04,43900,34250,15,662,1606,763,104.6
540,76372,2.09,45400,39141,4,410,974,763,270.59
72,76373,0.02,27800,45948,6,63,162,763,29.08
2026,76374,3.01,54300,29965,15,1727,4162,763,282.22
393,76377,0.25,59100,48750,26,317,802,763,30.39
221,76379,2.92,80000,46667,14,200,591,763,43.41
2737,76380,33.61,72700,33689,4,1709,3820,763,951.52
6050,76384,2.03,62600,41050,27,5070,12991,763,476.27
0,76385,0,0,0,0,0,0,763,0
124,76388,0.06,23600,34493,2,91,203,763,101.98
520,76389,3.92,103700,58906,7,472,1329,763,198.95
11754,76401,2.83,115700,37194,62,10317,25702,764,412.34
0,76402,0,0,0,9522,0,847,764,0.09
4402,76424,23.47,67700,42194,17,3380,8992,764,515.05
4456,76426,15.02,119300,52328,86,3749,11302,764,131.56
398,76427,0.62,58900,34014,14,317,804,764,56.55
233,76429,2.96,160600,96875,2,111,258,764,106.55
1298,76430,1,67100,51105,7,1028,2532,764,359.65
1657,76431,1.3,111700,51941,29,1263,3384,764,118.72
665,76432,0.2,86300,41563,14,542,1370,764,95.56
718,76433,0.4,183200,61953,12,591,1416,764,120.11
382,76435,0.18,47800,34226,8,265,612,764,72.69
145,76436,0.01,287500,61500,5,99,212,764,45.3
3093,76437,1.12,65700,41000,14,2216,5721,764,404.95
0,76439,0,0,0,0,0,0,764,0
3779,76442,5.98,71800,35074,17,2982,7545,764,446.76
1057,76443,0.4,68800,38472,13,822,1897,764,141.46
1846,76444,1.37,76100,35833,25,1475,3635,764,145.29
235,76445,0.16,41400,45050,6,176,407,764,67.82
4121,76446,3.98,75600,37589,21,3289,9000,764,419.47
3001,76448,3.2,84500,35949,45,2310,5628,764,126.19
2839,76449,16.44,79500,41797,12,1048,2434,764,207.1
6348,76450,15.22,97300,49066,29,5171,13258,764,461.11
29,76452,0.01,0,70208,8,20,75,764,8.93
797,76453,4.01,129400,45000,9,492,1125,764,129.89
992,76454,0.21,61800,26017,12,709,1688,764,137.13
543,76455,0.01,70400,42500,11,391,1014,764,90.34
2030,76457,1.17,129600,44595,13,1577,3960,764,316.51
2604,76458,5.98,79400,49306,11,2035,6261,764,564.14
86,76459,0.11,43800,31875,6,61,146,764,22.47
224,76460,0.52,106000,65536,4,170,421,764,93.75
0,76461,0,0,0,0,0,0,764,0
1387,76462,0.88,148900,59375,18,1177,2982,764,167.88
293,76463,0.68,74500,34688,6,200,481,764,75.79
319,76464,0.17,65600,38984,3,220,506,764,185.84
0,76465,0,0,0,0,0,0,764,0
168,76466,0,56200,69732,55,135,332,764,6.06
0,76467,0,0,0,0,0,0,764,0
0,76468,0,0,0,0,0,0,764,0
46,76469,0.18,63300,27000,7,41,96,764,14.29
1818,76470,0.61,54900,30918,11,1265,3238,764,285.74
1173,76471,0.33,53400,31317,11,799,1906,764,175.2
695,76472,1.03,98300,41935,15,578,1499,764,100.9
179,76474,0.08,194400,73207,8,123,281,764,35.92
785,76475,2.75,64800,40774,4,422,977,764,236.65
1139,76476,1.65,128400,62974,26,1000,2637,764,102.72
162,76481,0.96,0,0,3,95,208,764,61.84
690,76483,2.09,55800,37596,2,466,1063,764,635.78
611,76484,1.54,108000,47847,11,438,1147,764,106.35
0,76485,0,0,0,0,0,0,764,0
659,76486,1.03,92200,53906,13,534,1375,764,103.24
1117,76487,0.27,132800,54872,28,932,2507,764,89.43
38,76490,0,32500,107344,122,30,91,764,0.74
276,76491,0.31,55600,35833,4,198,459,764,126.56
7082,76501,0.78,91400,40237,145,6431,16897,765,116.84
13475,76502,2.47,137700,62939,507,12645,31545,765,62.26
0,76503,0,0,0,0,0,0,765,0
10636,76504,0.15,88900,37951,896,9584,24268,765,27.07
0,76505,0,0,0,0,0,0,765,0
0,76508,0,0,0,0,0,0,765,0
945,76511,0.43,88500,38194,42,818,3317,765,78.41
13052,76513,12.66,144700,57545,324,12096,34172,765,105.48
714,76518,0.37,85000,38098,14,581,1581,765,116.51
287,76519,0.22,46400,29821,12,240,626,765,51.13
3796,76520,1.03,79600,36259,28,3210,8413,765,301.27
14536,76522,0.05,104300,54493,309,13149,35534,765,114.83
6,76523,0.01,0,0,30,5,18,765,0.61
1115,76524,0.41,85100,54783,43,1033,2867,765,67.22
692,76525,0.07,115500,42750,6,421,1062,765,191.71
0,76526,0,0,0,0,0,0,765,0
1628,76527,0.42,156900,44977,32,1439,4058,765,128.36
6894,76528,7.08,90900,46996,34,6014,16974,765,504.3
1100,76530,5.12,100500,50463,27,958,2540,765,93.41
2591,76531,0.25,79000,40509,13,2031,4978,765,382.06
0,76533,0,0,0,0,0,0,765,0
1077,76534,0.79,95800,49375,30,967,2615,765,88.41
1481,76537,0.21,122200,54479,72,1314,3870,765,53.76
414,76538,0.07,92900,51250,5,305,761,765,150.01
3212,76539,0.26,151500,56696,57,2909,7841,765,137.39
0,76540,0,0,0,0,0,0,765,0
10246,76541,0.01,69300,28946,4042,8190,19206,765,4.75
15578,76542,1.08,142300,57884,497,14409,40025,765,80.57
13389,76543,0.34,90200,39704,626,11999,30430,765,48.59
6722,76544,0.06,46200,41700,979,6366,29943,765,30.6
0,76545,0,0,0,0,0,0,765,0
0,76546,0,0,0,0,0,0,765,0
0,76547,0,0,0,0,0,0,765,0
10214,76548,1.61,162500,63792,1698,9367,26344,765,15.51
16945,76549,0.47,122800,52400,581,15542,44490,765,76.64
5287,76550,1.86,111800,45526,22,4533,11586,765,531.56
806,76554,0.09,96000,48241,242,758,2104,765,8.7
701,76556,0.3,69800,39375,15,550,1461,765,98.61
2173,76557,6.75,94700,47384,38,1916,5178,765,135.68
0,76558,0,0,0,0,0,0,765,0
1889,76559,0.1,128400,53687,752,1755,5051,765,6.72
421,76561,0.94,80400,53750,21,375,962,765,45.11
0,76564,0,0,0,0,0,0,765,0
58,76565,0,65500,31364,3,38,74,765,27.65
163,76566,0.02,114600,50962,5,109,258,765,54.5
4098,76567,0.94,73700,36453,46,3387,8984,765,193.58
994,76569,0.94,86600,57955,31,894,2498,765,81.46
1276,76570,1.45,55900,31691,14,1029,2572,765,179.82
2874,76571,4.55,219100,92222,57,2650,6790,765,118.18
17,76573,0,0,0,29,13,26,765,0.89
7089,76574,3.24,111800,45011,124,6282,17661,765,142.39
1382,76577,1.31,105900,45855,20,1183,3046,765,151.14
717,76578,0.97,103400,57857,24,622,1766,765,75.05
1662,76579,0.51,103200,63942,74,1549,4258,765,57.24
0,76596,0,0,0,4220,0,1274,765,0.3
0,76597,0,0,0,5946,0,2882,765,0.48
0,76598,0,0,0,13563,0,523,765,0.04
0,76599,0,0,0,3909,0,1956,765,0.5
456,76621,0.41,118100,57361,14,399,1037,766,72.71
461,76622,0.62,73800,42231,19,399,1015,766,52.72
84,76623,0.03,80700,41250,48,71,242,766,5.07
946,76624,0.75,96700,49863,35,858,2231,766,64.25
663,76626,0.41,108900,49364,38,574,1563,766,40.9
674,76627,1.87,89000,42917,18,568,1601,766,88.55
48,76628,0.04,80000,16406,12,38,111,766,9.27
1117,76629,1.94,77700,49583,14,838,1989,766,141.53
691,76630,0.11,125000,47857,128,642,1840,766,14.41
204,76631,0.28,88600,66964,13,181,522,766,40.89
715,76632,0.7,51900,33371,30,612,1778,766,60.06
1878,76633,0.65,164200,68618,103,1757,4973,766,48.27
3827,76634,4.97,108200,47315,25,2901,7093,766,282.85
566,76635,1.76,70500,29327,13,482,1341,766,105.5
676,76636,0.36,89700,48875,35,580,1497,766,43.37
300,76637,0.15,98800,42292,14,226,536,766,39.67
1137,76638,0.17,239400,77679,34,1043,2837,766,82.66
811,76639,2.57,72300,32778,17,663,1584,766,91.86
1299,76640,0.34,88700,37651,106,1187,3005,766,28.4
762,76641,3.33,59300,40238,22,611,1674,766,75.07
2967,76642,13.96,102300,42778,28,2409,7057,766,255.48
5160,76643,0.02,137000,66898,1697,4963,13554,766,7.99
0,76644,0,0,0,0,0,0,766,0
4590,76645,3.89,83900,32234,66,3902,11039,766,167.47
1184,76648,3.09,72700,39833,22,943,2302,766,103.12
487,76649,1.43,65800,41250,6,343,790,766,138.34
52,76650,0.06,29300,37500,10,45,104,766,10.43
1347,76651,1.06,90300,50457,32,1216,3300,766,103.16
639,76652,2.29,75400,37647,12,463,1087,766,87.12
607,76653,2.24,67100,37303,7,446,1082,766,148.65
60,76654,0.01,86100,58958,235,55,151,766,0.64
2946,76655,0.44,154900,75104,103,2792,7831,766,76.35
1046,76656,1.03,65500,38456,20,895,2276,766,115.74
3631,76657,0.09,124500,62058,88,3271,9307,766,106.31
245,76660,0.32,55300,41818,14,202,506,766,35.52
3390,76661,2.57,54600,28346,54,2708,8708,766,160.53
1502,76664,1.19,65000,34983,26,1221,3514,766,135.05
1242,76665,1.54,84700,42616,16,972,2526,766,159.07
123,76666,0.18,53300,45000,15,103,244,766,16.38
4740,76667,3.1,74800,36663,79,4065,11313,766,144
571,76670,0.71,86700,49667,20,491,1377,766,70.06
1186,76671,7.35,81000,46509,22,765,1777,766,79.61
542,76673,1.27,60600,48571,13,455,1187,766,92.22
188,76676,0.12,63800,41333,19,157,413,766,21.46
131,76678,0.29,38100,19286,7,109,263,766,37.65
662,76679,1.92,69500,35694,19,549,1432,766,76.27
135,76680,0.63,74200,55956,3,90,190,766,55.68
448,76681,6.2,65600,40577,12,330,873,766,73.03
1198,76682,2.04,83200,40234,23,1033,2660,766,113.42
0,76684,0,0,0,0,0,0,766,0
60,76685,0.47,0,0,8,49,108,766,13.46
155,76686,0.16,64400,36964,25,129,285,766,11.31
1025,76687,5.62,132100,48032,11,626,1466,766,132.64
1748,76689,0.96,96700,49722,17,1502,3996,766,229.88
580,76690,0.95,82900,39022,15,431,1197,766,81.21
2706,76691,0.48,105000,50000,65,2468,6454,766,99.75
5478,76692,15.67,83300,42965,82,4158,10115,766,122.61
801,76693,0.21,76500,37661,21,649,1651,766,77.29
826,76701,0.02,63200,25372,1606,697,1826,767,1.14
0,76702,0,0,0,0,0,0,767,0
0,76703,0,0,0,0,0,0,767,0
3704,76704,0.17,48500,17166,1548,3225,8007,767,5.17
11391,76705,4.19,81000,37609,255,10349,29155,767,114.3
13833,76706,1.45,94400,26398,494,12683,35015,767,70.93
6072,76707,0.03,59300,32021,5115,5383,16697,767,3.26
9736,76708,4.03,101900,40477,526,8893,24476,767,46.54
11467,76710,1.99,115600,37195,2385,10505,22686,767,9.51
3402,76711,0.01,60900,31134,2285,3036,9042,767,3.96
9856,76712,5.76,167800,68413,467,9276,23506,767,50.33
0,76714,0,0,0,0,0,0,767,0
0,76715,0,0,0,0,0,0,767,0
0,76716,0,0,0,0,0,0,767,0
0,76795,0,0,0,0,0,0,767,0
0,76797,0,0,0,0,0,0,767,0
0,76798,0,0,0,53347,0,1862,767,0.03
0,76799,0,0,0,0,0,0,767,0
11978,76801,9.57,85100,37180,67,9819,25552,768,381.89
2117,76802,0.11,108500,47196,70,1911,5075,768,72.32
0,76803,0,0,0,0,0,0,768,0
0,76804,0,0,0,0,0,0,768,0
163,76820,0.27,673100,45500,2,57,125,768,75.02
2369,76821,4.34,66800,34324,16,1896,4869,768,305
1434,76823,0.35,70600,40807,26,1152,2945,768,112.34
20,76824,0.9,0,0,1,13,35,768,27.86
3457,76825,4.46,69200,38243,14,2800,7091,768,520.91
219,76827,0.13,80000,60625,6,177,433,768,72.6
166,76828,0.25,71600,26094,2,100,199,768,97.13
69,76831,0.01,0,0,1,29,63,768,43.35
343,76832,0.07,87400,44464,3,212,559,768,202.68
3368,76834,3.83,57000,30000,14,2520,5908,768,410.7
33,76836,0.23,0,0,1,17,41,768,38.26
866,76837,0.98,72400,50685,7,645,3188,768,437.29
84,76841,0.01,0,0,1,29,61,768,100.01
159,76842,0.09,167000,39196,2,81,191,768,93.87
2037,76844,0.65,94700,43421,9,1433,3550,768,409.79
168,76845,0.27,120000,39167,2,81,178,768,111.97
76,76848,0,139600,44167,1,42,78,768,60.74
2725,76849,0.17,87600,43421,4,1703,3944,768,945.04
195,76852,0.75,75600,42155,1,107,212,768,149.81
857,76853,0.58,92100,33056,6,636,1622,768,256.81
375,76854,0,85300,20391,3,200,401,768,136.33
0,76855,0,0,0,0,0,0,768,0
2272,76856,2.86,165900,46471,5,1564,3582,768,711.18
1412,76857,1.83,84300,53563,13,796,1791,768,134.23
181,76858,0.44,27500,37895,2,111,254,768,119.2
1462,76859,0.23,53100,30833,3,869,1982,768,718.24
863,76861,0.06,86800,50938,12,735,1995,768,171.49
265,76862,5.3,119000,64773,2,95,198,768,127.74
518,76864,0.7,97500,47917,4,334,890,768,235.45
103,76865,0.02,110000,43250,5,66,160,768,32.02
449,76866,3.49,72000,42222,2,263,623,768,278.46
133,76869,0.1,0,0,2,61,125,768,73.81
139,76870,0.01,49100,31979,9,98,251,768,27.54
530,76871,0.69,47900,43750,3,330,784,768,233.25
477,76872,1.56,105600,55550,2,323,717,768,299.07
84,76873,0.12,341700,85625,1,32,55,768,44.93
113,76874,0,0,0,1,31,68,768,69.72
319,76875,0.02,93500,41146,6,275,668,768,108.55
2108,76877,1.41,70300,33599,8,1600,4558,768,555.73
978,76878,1.43,60100,30950,6,719,1685,768,264.52
0,76880,0,0,0,0,0,0,768,0
200,76882,0.17,38500,60188,2,115,252,768,139.76
0,76883,0,0,0,0,0,0,768,0
100,76884,0.12,62500,100735,5,72,172,768,34.58
135,76885,0.01,0,0,2,69,154,768,78.66
0,76886,0,0,0,0,0,0,768,0
97,76887,0.59,737500,62045,2,60,126,768,58.29
181,76888,11.54,55000,26705,1,58,110,768,106.88
472,76890,0.31,110700,55673,10,383,940,768,93.67
11906,76901,6.6,88400,46111,101,10916,27969,769,276.07
0,76902,0,0,0,0,0,0,769,0
13750,76903,0.01,64500,33533,1198,12217,31905,769,26.63
14668,76904,10.68,157200,54537,81,13608,32718,769,403.9
4386,76905,0,93700,50674,55,4016,11335,769,207.87
0,76906,0,0,0,0,0,0,769,0
13,76908,0,0,23875,1399,8,1951,769,1.39
0,76909,0,0,0,0,0,0,769,0
92,76930,0,70300,50694,1,62,156,769,180.32
1369,76932,0,67200,59792,3,1162,3390,769,969.61
727,76933,0.94,76800,43295,5,559,1365,769,259.45
479,76934,0,78100,45217,83,400,1296,769,15.57
767,76935,0.38,151700,63636,5,643,1606,769,292.03
1426,76936,0.03,85200,50602,3,1142,3377,769,1074.11
16,76937,0,0,0,4,12,37,769,10.51
26,76939,0.84,80500,47000,2,22,51,769,32.05
85,76940,0,0,0,12,66,176,769,14.8
706,76941,0.03,76800,47159,2,552,1348,769,568.48
1872,76943,2.71,53900,49643,1,1418,3693,769,2509.56
1399,76945,11.81,69500,38839,3,750,1665,769,596.56
16,76949,0.04,0,0,1,5,7,769,9.18
2145,76950,0.95,80100,53500,2,1578,4180,769,1839.95
612,76951,0.03,71900,50543,1,440,1143,769,802.51
63,76953,0.13,30800,22625,2,31,74,769,45.68
49,76955,0,0,0,3,42,133,769,48.53
19,76957,0,0,0,211,18,59,769,0.28
147,76958,0,132700,104107,3,121,310,769,98.46
0,77001,0,0,0,0,0,0,770,0
3757,77002,0.05,208600,64093,8320,3080,16793,770,2.02
4713,77003,0.03,162600,36412,4144,3894,10508,770,2.54
16618,77004,0.03,191700,41983,5660,12802,32692,770,5.78
10299,77005,0,754000,159732,6639,9548,25528,770,3.84
13602,77006,0,327300,67458,8720,11809,19664,770,2.26
17708,77007,0.09,308700,98725,3952,16083,30853,770,7.81
16526,77008,0.03,292200,70293,4675,14878,30482,770,6.52
15705,77009,0.01,163000,44651,6164,13923,38094,770,6.18
471,77010,0,0,250001,2965,249,366,770,0.12
6932,77011,0.17,80300,26838,5477,5940,19547,770,3.57
6952,77012,0.33,82600,34975,5275,6035,20719,770,3.93
6155,77013,0.08,84900,36829,2013,5192,17602,770,8.75
11671,77014,0.04,119300,40659,4008,9596,28684,770,7.16
18461,77015,2.06,92200,44167,2539,16440,53621,770,21.12
10593,77016,0.06,63700,31327,2791,9279,26989,770,9.67
10770,77017,0.23,86400,35586,3745,9573,32561,770,8.7
11837,77018,0.03,218400,61980,3861,10557,25563,770,6.62
10980,77019,0.04,378700,87394,5382,9955,18944,770,3.52
9384,77020,0.12,70500,29401,3688,7899,25464,770,6.9
11810,77021,0.03,83900,31103,4284,10003,26042,770,6.08
10692,77022,0,81700,28810,5061,9449,29557,770,5.84
10646,77023,0.09,102700,36033,5322,9129,28998,770,5.45
15927,77024,0.04,658600,111139,2737,14410,34775,770,12.7
13662,77025,0.04,331200,65828,6078,12096,26137,770,4.3
10111,77026,0,59600,20024,3695,8364,23940,770,6.48
10203,77027,0.01,475900,81661,5007,8477,14331,770,2.86
6457,77028,0.01,59100,29389,1833,5684,16808,770,9.17
6340,77029,0.39,69500,31715,1371,5636,17814,770,12.99
5759,77030,0.05,501100,68980,4069,4902,10258,770,2.52
6305,77031,0.01,114900,39278,4948,5439,15762,770,3.19
4343,77032,0.08,72900,23389,577,3929,12757,770,22.12
10082,77033,0.02,65600,27272,4680,9005,27965,770,5.98
12778,77034,0.25,99700,43905,2453,11043,33678,770,13.73
15355,77035,0,156300,36345,6295,13071,35896,770,5.7
30117,77036,0.04,113900,28266,10113,24878,71969,770,7.12
5521,77037,0.01,84200,35518,3179,5122,19819,770,6.23
7922,77038,0.07,86300,38160,2838,7286,26713,770,9.41
8089,77039,0.05,85000,38167,2730,7184,27562,770,10.1
17649,77040,0.09,121700,53194,3208,15976,45081,770,14.05
11997,77041,0.18,137200,70608,2007,11506,37146,770,18.51
20521,77042,0.04,211900,46159,5821,17634,36385,770,6.25
9392,77043,0.01,140800,54359,1567,8251,23358,770,14.91
10158,77044,7.39,140000,72761,792,9376,30949,770,39.08
9730,77045,0.15,85500,36952,2708,9060,31255,770,11.54
964,77046,0,295000,85493,10239,846,1196,770,0.12
8097,77047,0.23,103400,49246,1525,7555,21077,770,13.82
6501,77048,0.09,81200,36818,1380,5223,15294,770,11.08
9402,77049,0.98,104000,50348,1160,8541,28521,770,24.58
1451,77050,0.25,73100,44327,691,1344,4611,770,6.67
6584,77051,0.04,58800,22920,2059,5806,15085,770,7.33
0,77052,0,0,0,0,0,0,770,0
8651,77053,0.13,85800,46568,2352,8133,28954,770,12.31
14173,77054,0.02,119300,41694,3989,12181,22290,770,5.59
16005,77055,0,230300,46987,5023,14152,41989,770,8.36
12270,77056,0.01,555700,93069,5397,10372,18673,770,3.46
22694,77057,0,224900,54594,9198,19756,39208,770,4.26
9667,77058,0.93,158400,49589,1989,8558,16406,770,8.25
5724,77059,0.1,243000,136355,1722,5625,16949,770,9.84
15562,77060,0.01,90400,27750,4965,13035,40830,770,8.22
9555,77061,0.05,113800,34566,3089,8312,24457,770,7.92
9910,77062,0.02,160100,87960,4637,9408,25152,770,5.42
19359,77063,0,176600,49873,7456,17234,34299,770,4.6
16362,77064,0.11,133300,62610,3114,15341,45847,770,14.72
14957,77065,0.02,140600,54091,4301,13858,35326,770,8.21
10179,77066,0.03,114800,59855,3648,9611,31366,770,8.6
10595,77067,0.01,94700,37309,5100,9288,30559,770,5.99
4180,77068,0.05,165200,67945,2646,3642,10064,770,3.8
8643,77069,0.04,206000,68495,3450,7807,16541,770,4.79
20131,77070,0.14,154500,69139,3537,18305,46017,770,13.01
10423,77071,0.03,117500,45941,5746,9362,25671,770,4.47
18964,77072,0.01,94100,35462,7725,17030,56526,770,7.32
12060,77073,0.08,108300,51206,2514,10559,34790,770,13.84
14331,77074,0.02,104800,36207,6852,12396,37267,770,5.44
12024,77075,0.19,114600,45581,3397,11190,37388,770,11.01
10193,77076,0,86500,31212,7082,9304,33803,770,4.77
27105,77077,0.08,208900,59958,5984,24376,52151,770,8.71
4898,77078,0.09,70700,30368,1380,4405,14777,770,10.71
13335,77079,0.06,326400,95589,4284,12201,31280,770,7.3
16376,77080,0.03,130600,38159,7093,14741,45275,770,6.38
19352,77081,0,217100,26741,15456,16569,47860,770,3.1
23058,77082,0.16,124000,50294,3975,20374,49900,770,12.55
21719,77083,0.03,117900,53879,6868,20313,70837,770,10.31
33731,77084,0.13,124300,62785,3094,31473,95137,770,30.75
4857,77085,0.01,106600,49466,3036,4571,16074,770,5.29
8375,77086,0.01,93500,42030,4129,7758,28009,770,6.78
11494,77087,0.03,84800,38707,5462,10455,36399,770,6.66
